brand,model,year,mileage_km,price_rub,city,fuel_type,transmission,body_type,color,engine_volume_l,owners_count
Mercedes-Benz,E-Class,2016,198517,440000,Казань,Гибрид,Робот,Седан,Зеленый,1.7,1
Volkswagen,Passat,2017,174639,440000,Санкт-Петербург,Дизель,Вариатор,Кроссовер,Серебристый,2.5,4
BMW,X5,2016,157848,440000,Воронеж,Бензин,Механика,Универсал,Черный,1.8,2
Kia,Cerato,2018,140893,440000,Воронеж,Гибрид,Вариатор,Кроссовер,Серебристый,2.3,1
Kia,Sorento,2020,80303,440000,Москва,Электро,Вариатор,Седан,Синий,3.1,2
Kia,Sportage,2017,202042,440000,Казань,Бензин,Робот,Внедорожник,Зеленый,2.8,3
Mercedes-Benz,C-Class,2015,216257,440000,Нижний Новгород,Бензин,Вариатор,Внедорожник,Серебристый,1.6,1
Kia,Optima,2021,113501,430000,Нижний Новгород,Электро,Механика,Кроссовер,Красный,2.2,2
Mazda,3,2017,119110,430000,Ростов-на-Дону,Бензин,Автомат,Внедорожник,Белый,3.4,1
Lada,Vesta,2020,77339,430000,Красноярск,Гибрид,Робот,Хэтчбек,Красный,3.0,4
Audi,A6,2015,227831,430000,Уфа,Дизель,Автомат,Внедорожник,Белый,1.7,4
Mazda,CX-5,2018,107435,430000,Воронеж,Дизель,Автомат,Седан,Серый,3.4,2
Nissan,Juke,2019,72428,430000,Пермь,Дизель,Робот,Внедорожник,Черный,1.7,3
Toyota,Land Cruiser,2016,165319,430000,Красноярск,Электро,Автомат,Седан,Красный,1.2,3
Kia,Sorento,2016,133762,430000,Волгоград,Гибрид,Автомат,Хэтчбек,Белый,1.5,1
Hyundai,Elantra,2017,191992,430000,Санкт-Петербург,Дизель,Механика,Универсал,Белый,2.1,3
Nissan,X-Trail,2016,144002,430000,Санкт-Петербург,Бензин,Автомат,Хэтчбек,Серебристый,3.2,2
Lada,Granta,2019,55935,430000,Омск,Гибрид,Механика,Внедорожник,Черный,1.8,3
Hyundai,Elantra,2021,81111,430000,Екатеринбург,Бензин,Вариатор,Седан,Серебристый,2.6,1
Volkswagen,Passat,2018,127916,430000,Самара,Бензин,Автомат,Хэтчбек,Красный,3.4,1
Nissan,Juke,2016,131524,430000,Уфа,Дизель,Робот,Седан,Синий,2.6,4
Mazda,CX-5,2016,219403,430000,Новосибирск,Электро,Автомат,Внедорожник,Серебристый,1.2,1
Mercedes-Benz,GLE,2015,203137,430000,Омск,Электро,Вариатор,Кроссовер,Серебристый,1.3,2
Audi,Q7,2015,259098,430000,Самара,Гибрид,Вариатор,Универсал,Синий,1.7,4
Volkswagen,Jetta,2016,125468,430000,Уфа,Бензин,Механика,Универсал,Серебристый,1.3,1
Lada,Largus,2021,36711,430000,Нижний Новгород,Гибрид,Робот,Хэтчбек,Синий,3.3,1
Hyundai,Creta,2017,153556,430000,Екатеринбург,Электро,Вариатор,Хэтчбек,Серый,2.3,4
Nissan,X-Trail,2019,66480,430000,Пермь,Гибрид,Автомат,Седан,Синий,1.4,4
Hyundai,Solaris,2021,78347,430000,Красноярск,Дизель,Автомат,Седан,Серебристый,2.8,1
Hyundai,Creta,2020,115345,430000,Самара,Бензин,Автомат,Хэтчбек,Зеленый,2.6,2
Kia,Rio,2018,109189,430000,Челябинск,Бензин,Вариатор,Хэтчбек,Зеленый,1.6,3
Nissan,X-Trail,2016,99587,430000,Новосибирск,Бензин,Механика,Универсал,Красный,2.6,4
Volkswagen,Golf,2018,103706,430000,Челябинск,Бензин,Вариатор,Хэтчбек,Белый,1.7,3
Lada,Vesta,2021,81561,420000,Красноярск,Гибрид,Механика,Седан,Красный,1.3,3
Volkswagen,Polo,2019,90676,420000,Нижний Новгород,Бензин,Вариатор,Универсал,Зеленый,2.4,1
Mazda,3,2017,159756,420000,Казань,Гибрид,Автомат,Внедорожник,Белый,3.5,2
Nissan,Murano,2017,109251,420000,Новосибирск,Гибрид,Робот,Хэтчбек,Серебристый,3.5,3
Nissan,Qashqai,2017,211320,420000,Уфа,Гибрид,Механика,Кроссовер,Белый,2.9,3
Lada,Largus,2024,1000,420000,Волгоград,Бензин,Вариатор,Универсал,Серый,2.8,2
Toyota,Highlander,2017,89757,420000,Воронеж,Гибрид,Вариатор,Кроссовер,Синий,2.9,4
Volkswagen,Golf,2017,103277,420000,Москва,Электро,Автомат,Седан,Серебристый,2.7,3
Mazda,CX-5,2018,136547,420000,Новосибирск,Дизель,Автомат,Универсал,Зеленый,1.8,2
BMW,X3,2016,187293,420000,Красноярск,Дизель,Робот,Седан,Серебристый,1.8,1
BMW,X5,2015,183466,420000,Екатеринбург,Дизель,Механика,Седан,Красный,2.9,1
Lada,Kalina,2021,52905,420000,Москва,Бензин,Робот,Универсал,Серебристый,3.4,2
Toyota,Corolla,2015,236746,420000,Казань,Электро,Автомат,Универсал,Белый,2.6,4
BMW,5 Series,2017,154899,420000,Екатеринбург,Электро,Робот,Универсал,Красный,1.6,3
Toyota,Highlander,2016,184041,420000,Ростов-на-Дону,Дизель,Механика,Универсал,Синий,2.0,3
Kia,Sportage,2018,96553,420000,Уфа,Бензин,Робот,Седан,Серебристый,1.4,3
Mazda,CX-9,2018,123591,420000,Волгоград,Бензин,Механика,Кроссовер,Белый,2.4,3
Volkswagen,Tiguan,2016,183583,420000,Омск,Дизель,Вариатор,Хэтчбек,Белый,1.8,2
Kia,Sportage,2019,71638,420000,Екатеринбург,Гибрид,Вариатор,Универсал,Серый,2.6,2
Mazda,6,2018,91220,420000,Новосибирск,Дизель,Робот,Внедорожник,Красный,1.3,3
Mazda,3,2019,75989,420000,Санкт-Петербург,Электро,Механика,Кроссовер,Белый,1.7,3
Kia,Rio,2021,85517,410000,Уфа,Гибрид,Вариатор,Внедорожник,Синий,2.6,4
Audi,Q7,2015,237974,410000,Новосибирск,Дизель,Механика,Универсал,Серый,3.0,1
Mercedes-Benz,E-Class,2016,233228,410000,Красноярск,Гибрид,Вариатор,Хэтчбек,Серебристый,1.9,1
Audi,Q7,2015,185295,410000,Омск,Дизель,Вариатор,Внедорожник,Черный,2.4,1
Lada,Granta,2023,39656,410000,Ростов-на-Дону,Дизель,Вариатор,Кроссовер,Красный,2.4,1
Mercedes-Benz,C-Class,2014,136704,410000,Самара,Бензин,Автомат,Седан,Черный,1.2,2
Mercedes-Benz,GLE,2016,158592,410000,Ростов-на-Дону,Бензин,Вариатор,Седан,Зеленый,1.7,2
Volkswagen,Polo,2019,134982,410000,Омск,Гибрид,Вариатор,Седан,Черный,2.6,3
Audi,Q5,2015,129863,410000,Казань,Дизель,Вариатор,Кроссовер,Серый,1.9,1
Nissan,Murano,2018,142447,410000,Воронеж,Электро,Робот,Внедорожник,Зеленый,2.7,2
BMW,5 Series,2015,192874,410000,Челябинск,Электро,Автомат,Кроссовер,Серебристый,2.2,4
Kia,Sorento,2016,224334,410000,Челябинск,Дизель,Робот,Универсал,Серый,1.5,2
Toyota,Camry,2017,150575,410000,Самара,Гибрид,Механика,Внедорожник,Красный,2.2,2
Mazda,3,2016,200006,410000,Волгоград,Гибрид,Вариатор,Седан,Серебристый,1.3,4
Volkswagen,Golf,2019,42221,410000,Ростов-на-Дону,Гибрид,Вариатор,Седан,Белый,1.8,4
Lada,Vesta,2022,31295,410000,Ростов-на-Дону,Дизель,Автомат,Кроссовер,Красный,3.2,1
Hyundai,Creta,2019,81649,410000,Ростов-на-Дону,Электро,Вариатор,Кроссовер,Серый,1.9,1
Kia,Sportage,2019,124301,410000,Красноярск,Бензин,Вариатор,Универсал,Серый,1.7,4
Volkswagen,Polo,2019,163375,410000,Казань,Дизель,Вариатор,Хэтчбек,Красный,1.4,2
Lada,4x4,2018,128819,400000,Омск,Дизель,Вариатор,Кроссовер,Красный,2.2,4
Hyundai,Solaris,2017,171288,400000,Казань,Электро,Автомат,Кроссовер,Черный,2.5,3
Lada,Vesta,2024,1000,400000,Казань,Дизель,Робот,Хэтчбек,Белый,1.3,2
Volkswagen,Polo,2015,198922,400000,Воронеж,Дизель,Робот,Внедорожник,Зеленый,1.5,2
Mercedes-Benz,E-Class,2016,183739,400000,Москва,Электро,Вариатор,Внедорожник,Белый,3.4,4
Mazda,6,2019,123080,400000,Красноярск,Электро,Вариатор,Хэтчбек,Синий,1.3,3
Mercedes-Benz,GLE,2016,179075,400000,Волгоград,Дизель,Вариатор,Хэтчбек,Серый,1.4,1
Nissan,Murano,2019,97872,400000,Казань,Дизель,Механика,Хэтчбек,Серый,2.5,4
Lada,4x4,2022,23108,400000,Уфа,Бензин,Автомат,Кроссовер,Красный,2.6,3
Toyota,Land Cruiser,2017,202148,400000,Омск,Дизель,Вариатор,Внедорожник,Серебристый,1.5,1
Toyota,Highlander,2017,115097,400000,Новосибирск,Электро,Вариатор,Универсал,Белый,3.5,3
Hyundai,Tucson,2019,122812,400000,Самара,Бензин,Механика,Седан,Черный,2.2,4
Volkswagen,Golf,2015,185705,400000,Санкт-Петербург,Гибрид,Автомат,Универсал,Серебристый,2.4,2
Nissan,Juke,2016,209299,400000,Волгоград,Дизель,Автомат,Кроссовер,Зеленый,1.8,1
Hyundai,Creta,2016,161829,400000,Пермь,Дизель,Автомат,Универсал,Серый,2.6,1
Kia,Cerato,2016,188143,400000,Самара,Электро,Механика,Универсал,Черный,3.2,1
Volkswagen,Passat,2019,118233,400000,Новосибирск,Бензин,Автомат,Хэтчбек,Белый,3.4,3
Audi,A3,2016,135984,400000,Новосибирск,Бензин,Робот,Хэтчбек,Серебристый,2.9,4
BMW,5 Series,2016,202744,400000,Красноярск,Бензин,Автомат,Внедорожник,Синий,3.0,2
Nissan,Juke,2019,47567,400000,Челябинск,Бензин,Механика,Кроссовер,Серый,2.0,1
Kia,Sorento,2020,57686,400000,Санкт-Петербург,Дизель,Вариатор,Седан,Белый,2.5,3
Nissan,Almera,2016,234211,400000,Ростов-на-Дону,Дизель,Робот,Универсал,Красный,3.4,2
Lada,4x4,2024,5606,400000,Екатеринбург,Дизель,Автомат,Хэтчбек,Зеленый,3.3,1
Volkswagen,Golf,2016,238208,400000,Пермь,Электро,Робот,Универсал,Черный,1.9,1
BMW,3 Series,2016,98139,400000,Самара,Дизель,Автомат,Седан,Зеленый,2.0,4
BMW,X5,2015,175985,400000,Омск,Бензин,Вариатор,Кроссовер,Синий,3.1,3
Volkswagen,Tiguan,2016,160012,400000,Новосибирск,Бензин,Вариатор,Седан,Белый,3.5,1
Hyundai,Elantra,2017,159464,390000,Екатеринбург,Электро,Робот,Хэтчбек,Белый,2.2,4
Mercedes-Benz,S-Class,2015,137329,390000,Екатеринбург,Бензин,Механика,Универсал,Синий,1.3,2
Mercedes-Benz,GLE,2016,133647,390000,Москва,Гибрид,Автомат,Внедорожник,Синий,2.5,4
Nissan,Murano,2017,111357,390000,Волгоград,Бензин,Робот,Кроссовер,Серебристый,2.5,2
Mazda,CX-5,2017,206109,390000,Волгоград,Бензин,Робот,Кроссовер,Синий,2.8,1
Nissan,Murano,2015,97212,390000,Омск,Гибрид,Робот,Универсал,Зеленый,1.9,4
Audi,Q5,2015,152342,390000,Воронеж,Дизель,Механика,Седан,Зеленый,2.5,1
Mazda,3,2018,178913,390000,Воронеж,Дизель,Вариатор,Внедорожник,Синий,1.8,1
Mercedes-Benz,E-Class,2016,182046,390000,Красноярск,Электро,Автомат,Кроссовер,Красный,1.8,3
Mercedes-Benz,C-Class,2015,102809,390000,Нижний Новгород,Гибрид,Вариатор,Внедорожник,Серебристый,2.8,4
Hyundai,Elantra,2016,178791,390000,Воронеж,Дизель,Робот,Седан,Белый,1.7,1
Volkswagen,Passat,2016,243865,390000,Красноярск,Бензин,Вариатор,Внедорожник,Белый,3.4,3
Nissan,Juke,2019,83279,390000,Москва,Электро,Автомат,Внедорожник,Зеленый,3.2,2
Lada,Largus,2018,121025,390000,Екатеринбург,Дизель,Робот,Внедорожник,Серебристый,1.3,4
Lada,4x4,2017,139087,390000,Новосибирск,Электро,Робот,Кроссовер,Зеленый,2.6,1
Mercedes-Benz,C-Class,2014,172393,390000,Пермь,Гибрид,Вариатор,Внедорожник,Серебристый,2.1,3
Nissan,X-Trail,2020,73581,390000,Екатеринбург,Гибрид,Робот,Универсал,Серебристый,3.3,3
Audi,Q5,2015,196293,390000,Воронеж,Электро,Автомат,Седан,Красный,2.7,4
Nissan,Murano,2017,115479,380000,Новосибирск,Дизель,Вариатор,Хэтчбек,Серебристый,2.1,4
Volkswagen,Polo,2016,140076,380000,Екатеринбург,Бензин,Автомат,Кроссовер,Серый,1.7,3
Mazda,CX-9,2016,164951,380000,Ростов-на-Дону,Гибрид,Вариатор,Седан,Серебристый,2.8,4
Mazda,CX-5,2019,98495,380000,Новосибирск,Гибрид,Вариатор,Хэтчбек,Серый,3.1,4
Lada,4x4,2021,78443,380000,Воронеж,Электро,Вариатор,Внедорожник,Серебристый,1.9,4
Volkswagen,Passat,2015,137641,380000,Уфа,Дизель,Механика,Кроссовер,Красный,1.8,3
Kia,Rio,2017,73875,380000,Москва,Электро,Вариатор,Седан,Черный,1.3,2
Audi,Q5,2015,133753,380000,Челябинск,Электро,Вариатор,Седан,Серебристый,1.8,2
Toyota,Camry,2017,102717,380000,Казань,Дизель,Вариатор,Хэтчбек,Серый,1.4,3
Lada,Largus,2021,50165,380000,Новосибирск,Бензин,Робот,Универсал,Черный,2.8,3
Hyundai,Solaris,2020,34552,380000,Уфа,Дизель,Автомат,Внедорожник,Серый,3.0,3
Volkswagen,Tiguan,2016,145914,380000,Москва,Гибрид,Автомат,Универсал,Белый,2.1,3
Hyundai,Creta,2019,133790,380000,Нижний Новгород,Электро,Механика,Седан,Серебристый,1.5,3
Lada,Granta,2021,68834,380000,Челябинск,Гибрид,Автомат,Универсал,Серебристый,2.6,4
Kia,Optima,2017,169661,380000,Самара,Дизель,Вариатор,Универсал,Черный,3.1,3
Lada,Granta,2019,127923,380000,Ростов-на-Дону,Дизель,Механика,Хэтчбек,Серый,1.2,1
Kia,Sorento,2016,247650,370000,Красноярск,Электро,Механика,Универсал,Зеленый,1.7,3
Lada,Kalina,2020,81661,370000,Екатеринбург,Бензин,Автомат,Хэтчбек,Красный,2.6,1
BMW,X3,2015,94965,370000,Санкт-Петербург,Дизель,Механика,Хэтчбек,Синий,2.0,1
Volkswagen,Tiguan,2018,111351,370000,Уфа,Электро,Механика,Кроссовер,Серый,3.0,1
BMW,3 Series,2014,208785,370000,Казань,Электро,Автомат,Универсал,Серый,3.2,1
Lada,Vesta,2022,71938,370000,Самара,Дизель,Автомат,Внедорожник,Синий,1.6,3
Lada,4x4,2022,52896,370000,Воронеж,Электро,Вариатор,Внедорожник,Зеленый,1.8,2
Lada,Vesta,2022,46775,370000,Нижний Новгород,Гибрид,Механика,Универсал,Серый,3.1,4
Kia,Sorento,2017,58243,370000,Санкт-Петербург,Гибрид,Вариатор,Внедорожник,Зеленый,1.6,3
Hyundai,Creta,2019,88144,370000,Пермь,Дизель,Робот,Хэтчбек,Черный,3.5,3
Volkswagen,Passat,2015,147122,370000,Казань,Бензин,Робот,Универсал,Черный,2.8,4
Toyota,RAV4,2016,96277,370000,Санкт-Петербург,Бензин,Робот,Хэтчбек,Черный,2.8,4
Toyota,RAV4,2016,129825,370000,Нижний Новгород,Бензин,Механика,Универсал,Черный,2.1,4
Volkswagen,Tiguan,2017,152837,370000,Новосибирск,Электро,Вариатор,Хэтчбек,Серебристый,2.8,3
Lada,Largus,2017,171911,370000,Омск,Бензин,Автомат,Внедорожник,Синий,2.1,4
Audi,Q7,2016,124572,370000,Красноярск,Гибрид,Вариатор,Хэтчбек,Черный,3.0,3
Volkswagen,Passat,2015,200143,370000,Екатеринбург,Электро,Вариатор,Универсал,Белый,2.0,1
BMW,X3,2014,233378,370000,Ростов-на-Дону,Дизель,Автомат,Хэтчбек,Серый,2.9,2
Lada,4x4,2022,25374,360000,Нижний Новгород,Электро,Вариатор,Внедорожник,Красный,2.8,2
Mercedes-Benz,C-Class,2014,216401,360000,Ростов-на-Дону,Гибрид,Механика,Хэтчбек,Синий,1.9,2
BMW,7 Series,2016,196248,360000,Казань,Гибрид,Вариатор,Универсал,Серебристый,1.6,1
Volkswagen,Polo,2019,98502,360000,Пермь,Бензин,Механика,Седан,Серый,3.3,3
Hyundai,Tucson,2018,87929,360000,Самара,Бензин,Вариатор,Седан,Белый,3.3,2
Lada,Largus,2021,64356,360000,Пермь,Гибрид,Механика,Кроссовер,Зеленый,1.7,2
Volkswagen,Passat,2019,147063,360000,Уфа,Дизель,Механика,Внедорожник,Синий,3.0,4
Mercedes-Benz,GLE,2014,132344,360000,Санкт-Петербург,Бензин,Вариатор,Внедорожник,Зеленый,1.3,3
Toyota,Camry,2015,204913,360000,Казань,Дизель,Вариатор,Кроссовер,Синий,2.2,1
Lada,4x4,2018,91509,360000,Казань,Бензин,Механика,Внедорожник,Зеленый,3.2,2
Hyundai,Tucson,2019,115718,360000,Казань,Электро,Механика,Универсал,Серебристый,2.1,4
Toyota,Camry,2015,126081,360000,Красноярск,Гибрид,Вариатор,Внедорожник,Серый,3.4,4
Lada,Vesta,2016,94836,360000,Москва,Дизель,Механика,Кроссовер,Серый,2.2,3
Lada,4x4,2020,127942,360000,Красноярск,Дизель,Вариатор,Хэтчбек,Красный,2.4,4
Mercedes-Benz,E-Class,2015,125064,360000,Уфа,Электро,Механика,Седан,Черный,1.5,1
Kia,Rio,2016,196650,360000,Волгоград,Бензин,Вариатор,Хэтчбек,Серый,2.9,1
Toyota,Camry,2018,110042,360000,Воронеж,Электро,Автомат,Внедорожник,Серый,3.1,4
Hyundai,Santa Fe,2015,178328,360000,Санкт-Петербург,Бензин,Механика,Кроссовер,Черный,3.0,1
Mazda,CX-3,2016,122807,360000,Воронеж,Гибрид,Механика,Внедорожник,Серебристый,2.9,4
Mazda,3,2017,173443,360000,Волгоград,Дизель,Автомат,Седан,Белый,2.0,4
Lada,Vesta,2017,138808,360000,Уфа,Электро,Автомат,Кроссовер,Красный,1.3,2
Mazda,CX-5,2016,187688,360000,Ростов-на-Дону,Гибрид,Автомат,Хэтчбек,Белый,1.8,4
Hyundai,Creta,2017,106109,360000,Москва,Бензин,Автомат,Седан,Зеленый,1.9,3
Mazda,CX-5,2018,67862,360000,Воронеж,Электро,Автомат,Хэтчбек,Синий,1.5,4
Nissan,Murano,2015,245175,350000,Воронеж,Бензин,Автомат,Внедорожник,Белый,1.4,2
Lada,Granta,2016,142414,350000,Санкт-Петербург,Бензин,Автомат,Универсал,Черный,1.5,2
Mercedes-Benz,GLE,2014,173061,350000,Волгоград,Дизель,Робот,Хэтчбек,Черный,3.1,2
Mercedes-Benz,C-Class,2014,125273,350000,Самара,Электро,Вариатор,Кроссовер,Красный,3.5,2
Hyundai,Creta,2016,213866,350000,Уфа,Гибрид,Вариатор,Внедорожник,Серебристый,2.8,4
Lada,Vesta,2019,158600,350000,Уфа,Гибрид,Вариатор,Седан,Серый,2.9,4
Kia,Sorento,2017,169277,350000,Санкт-Петербург,Бензин,Автомат,Седан,Серебристый,3.0,2
Lada,Granta,2017,186172,350000,Новосибирск,Дизель,Механика,Хэтчбек,Зеленый,3.2,4
Hyundai,Santa Fe,2015,203201,350000,Новосибирск,Гибрид,Автомат,Кроссовер,Серебристый,3.4,2
Kia,Sportage,2017,89675,350000,Уфа,Гибрид,Робот,Кроссовер,Белый,2.0,1
Kia,Cerato,2015,110790,350000,Екатеринбург,Электро,Робот,Универсал,Синий,3.0,1
Volkswagen,Golf,2016,79654,350000,Пермь,Гибрид,Вариатор,Седан,Зеленый,2.5,1
Nissan,X-Trail,2019,119741,350000,Волгоград,Гибрид,Вариатор,Внедорожник,Серый,3.0,3
Mazda,3,2017,92134,350000,Новосибирск,Гибрид,Автомат,Седан,Серый,2.5,3
Kia,Cerato,2020,26118,350000,Волгоград,Дизель,Вариатор,Хэтчбек,Синий,1.5,3
Hyundai,Elantra,2016,154045,350000,Москва,Электро,Робот,Седан,Серый,2.5,4
Nissan,Almera,2019,103838,350000,Самара,Электро,Механика,Универсал,Черный,2.7,3
Volkswagen,Tiguan,2017,155852,350000,Самара,Гибрид,Автомат,Хэтчбек,Красный,3.0,3
Lada,Vesta,2018,139543,350000,Воронеж,Дизель,Автомат,Хэтчбек,Зеленый,2.1,4
Toyota,Corolla,2015,153740,350000,Казань,Дизель,Автомат,Седан,Синий,3.4,2
BMW,3 Series,2016,164461,340000,Санкт-Петербург,Гибрид,Вариатор,Седан,Зеленый,1.7,4
Toyota,Camry,2018,84411,340000,Челябинск,Электро,Робот,Кроссовер,Серебристый,3.3,4
Volkswagen,Jetta,2018,91207,340000,Екатеринбург,Гибрид,Вариатор,Седан,Красный,2.6,2
Volkswagen,Polo,2015,146239,340000,Москва,Гибрид,Вариатор,Седан,Серый,1.5,1
Lada,4x4,2018,130829,340000,Ростов-на-Дону,Бензин,Механика,Внедорожник,Белый,2.3,3
Lada,Largus,2018,173873,340000,Воронеж,Дизель,Вариатор,Хэтчбек,Серый,2.2,1
Hyundai,Elantra,2020,109068,340000,Пермь,Бензин,Автомат,Кроссовер,Синий,2.7,2
BMW,X5,2015,189200,340000,Пермь,Бензин,Вариатор,Кроссовер,Белый,1.9,2
Nissan,X-Trail,2017,148079,340000,Ростов-на-Дону,Электро,Механика,Универсал,Синий,1.4,3
Lada,Vesta,2017,70974,340000,Нижний Новгород,Дизель,Вариатор,Универсал,Красный,2.5,1
Volkswagen,Passat,2015,91129,340000,Красноярск,Гибрид,Робот,Универсал,Белый,2.8,1
Mazda,3,2017,179391,340000,Самара,Дизель,Механика,Седан,Серебристый,1.5,1
Lada,4x4,2022,33434,340000,Москва,Гибрид,Робот,Седан,Синий,2.3,2
Hyundai,Santa Fe,2017,117284,340000,Самара,Электро,Автомат,Хэтчбек,Черный,2.9,4
Nissan,X-Trail,2016,127046,340000,Челябинск,Электро,Вариатор,Универсал,Синий,3.0,2
Volkswagen,Polo,2018,157866,340000,Челябинск,Бензин,Вариатор,Седан,Черный,3.0,3
Hyundai,Santa Fe,2017,161165,340000,Красноярск,Электро,Вариатор,Хэтчбек,Черный,2.4,4
Kia,Sorento,2016,232702,340000,Воронеж,Дизель,Вариатор,Универсал,Серый,1.3,3
Kia,Sorento,2017,88524,340000,Самара,Бензин,Механика,Кроссовер,Белый,1.2,3
Volkswagen,Golf,2015,190104,340000,Пермь,Бензин,Вариатор,Хэтчбек,Белый,3.4,3
Volkswagen,Tiguan,2016,102850,340000,Омск,Дизель,Механика,Кроссовер,Черный,1.3,4
Lada,4x4,2017,125849,340000,Казань,Электро,Робот,Хэтчбек,Черный,2.1,3
BMW,3 Series,2015,156061,340000,Новосибирск,Бензин,Механика,Универсал,Красный,3.5,4
Hyundai,Creta,2017,111779,340000,Москва,Электро,Механика,Универсал,Серебристый,2.7,2
Hyundai,Solaris,2017,171544,340000,Нижний Новгород,Гибрид,Механика,Кроссовер,Белый,2.0,2
Nissan,Almera,2015,252554,340000,Санкт-Петербург,Бензин,Вариатор,Седан,Красный,2.5,3
Lada,Vesta,2019,125035,330000,Челябинск,Дизель,Робот,Универсал,Зеленый,1.5,2
Mercedes-Benz,GLC,2015,235789,330000,Уфа,Гибрид,Робот,Универсал,Синий,2.6,2
Mercedes-Benz,C-Class,2014,158095,330000,Челябинск,Бензин,Автомат,Внедорожник,Зеленый,2.3,1
Nissan,X-Trail,2018,45934,330000,Екатеринбург,Гибрид,Автомат,Кроссовер,Красный,3.4,1
Hyundai,Tucson,2019,66068,330000,Самара,Дизель,Вариатор,Кроссовер,Серый,2.2,4
Toyota,Land Cruiser,2014,148261,330000,Москва,Электро,Робот,Хэтчбек,Черный,1.6,2
Kia,Optima,2018,81249,330000,Москва,Гибрид,Вариатор,Внедорожник,Белый,3.5,3
Volkswagen,Jetta,2017,99987,330000,Самара,Дизель,Механика,Хэтчбек,Зеленый,2.7,1
Kia,Rio,2015,122046,330000,Челябинск,Гибрид,Робот,Кроссовер,Зеленый,1.5,1
Toyota,Highlander,2015,157035,330000,Красноярск,Бензин,Механика,Хэтчбек,Черный,1.8,3
Volkswagen,Polo,2018,135641,330000,Волгоград,Бензин,Вариатор,Хэтчбек,Красный,3.2,2
Volkswagen,Golf,2018,183216,330000,Пермь,Бензин,Робот,Внедорожник,Серый,3.3,3
Volkswagen,Tiguan,2016,202474,330000,Новосибирск,Гибрид,Автомат,Седан,Серебристый,2.0,2
Toyota,Land Cruiser,2016,212974,330000,Новосибирск,Бензин,Механика,Седан,Зеленый,3.2,3
Toyota,RAV4,2016,97186,330000,Уфа,Бензин,Вариатор,Седан,Серый,2.8,1
Volkswagen,Golf,2016,140742,330000,Ростов-на-Дону,Гибрид,Вариатор,Седан,Синий,1.8,3
Nissan,Juke,2019,97518,330000,Воронеж,Дизель,Вариатор,Хэтчбек,Серебристый,1.7,4
Lada,Granta,2018,127574,330000,Волгоград,Дизель,Механика,Универсал,Зеленый,1.6,4
Audi,Q7,2014,243011,330000,Омск,Гибрид,Вариатор,Седан,Белый,1.6,3
Kia,Sorento,2020,119087,330000,Екатеринбург,Дизель,Автомат,Универсал,Серый,2.0,1
Nissan,X-Trail,2015,227022,330000,Новосибирск,Электро,Механика,Седан,Черный,3.2,2
Kia,Sorento,2016,144779,330000,Екатеринбург,Дизель,Вариатор,Хэтчбек,Черный,2.5,3
Volkswagen,Polo,2017,152555,330000,Челябинск,Бензин,Робот,Хэтчбек,Красный,1.8,4
Volkswagen,Tiguan,2017,106914,330000,Екатеринбург,Гибрид,Робот,Универсал,Красный,1.4,2
Hyundai,Santa Fe,2017,102243,330000,Самара,Бензин,Вариатор,Кроссовер,Черный,1.7,2
Kia,Optima,2018,130603,330000,Екатеринбург,Бензин,Механика,Внедорожник,Серебристый,1.9,3
Mercedes-Benz,C-Class,2015,141213,330000,Самара,Гибрид,Робот,Кроссовер,Красный,2.0,3
Kia,Rio,2017,83057,330000,Волгоград,Бензин,Механика,Хэтчбек,Серый,1.9,4
Toyota,Camry,2018,126167,330000,Екатеринбург,Гибрид,Вариатор,Кроссовер,Белый,2.7,1
Lada,Vesta,2023,41785,320000,Новосибирск,Электро,Вариатор,Седан,Серый,3.3,3
Toyota,Highlander,2014,183976,320000,Нижний Новгород,Бензин,Механика,Универсал,Синий,2.7,4
Toyota,RAV4,2016,184835,320000,Казань,Гибрид,Механика,Кроссовер,Зеленый,3.0,4
Mazda,6,2018,142174,320000,Омск,Бензин,Вариатор,Седан,Синий,1.6,3
Mercedes-Benz,GLC,2015,160807,320000,Нижний Новгород,Дизель,Автомат,Внедорожник,Серебристый,3.2,4
Kia,Sportage,2015,148404,320000,Самара,Гибрид,Механика,Седан,Черный,2.7,3
Hyundai,Santa Fe,2015,195228,320000,Пермь,Бензин,Вариатор,Хэтчбек,Красный,2.4,3
Lada,Vesta,2020,76627,320000,Санкт-Петербург,Бензин,Автомат,Универсал,Зеленый,3.2,1
Nissan,Juke,2016,168244,320000,Красноярск,Электро,Механика,Седан,Серый,2.6,1
Audi,A3,2016,126636,320000,Пермь,Гибрид,Робот,Седан,Серый,2.2,4
Hyundai,Solaris,2019,120254,320000,Екатеринбург,Гибрид,Автомат,Седан,Красный,1.5,4
Volkswagen,Jetta,2016,224946,320000,Нижний Новгород,Дизель,Механика,Кроссовер,Белый,2.0,4
Mazda,CX-9,2018,149753,320000,Волгоград,Дизель,Вариатор,Внедорожник,Серый,1.6,2
Mazda,CX-3,2017,150028,320000,Омск,Бензин,Автомат,Кроссовер,Черный,1.7,3
Volkswagen,Polo,2015,254073,320000,Воронеж,Дизель,Робот,Кроссовер,Серый,2.6,1
Mazda,6,2016,232766,320000,Санкт-Петербург,Дизель,Вариатор,Универсал,Красный,3.4,3
Nissan,Juke,2017,124242,320000,Ростов-на-Дону,Дизель,Робот,Универсал,Синий,3.5,3
